race_id,date,distance,weather,num_horses,horse_id,horse_name,rank,FP,pop,odds,time,last3f,weight,sex_age,jockey,venue,surface_type,track_condition,url_jp
202410010709,2024-02-03,1200.0,LightRain,,2021106854.0,Happier Than Ever,9,12,434(-4),11,1:10.1,73.0,57,3C,K.Fujioka,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202410010709/
202410010709,2024-02-03,1200.0,LightRain,,,Horse,FP,PP,Horse Wgt.(kg),Fav,FT,Odds,Wgt.(kg),A&S,Jockey,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202410010709/
202405010507,2024-02-10,1400.0,Sunny,,2021110160.0,Sonshi,1,4,486(+8),1,1:20.9,1.7,57,3C,Y.Kawada,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021102388.0,Kaiko,10,13,448(-4),10,1:22.5,101.6,57,3G,A.Sugawara,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021103695.0,Because We Can,11,3,422(+2),13,1:22.5,516.3,57,3C,K.Kato,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021101189.0,Pink Venom,12,1,482(+8),11,1:22.6,110.6,55,3F,T.Kowata,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021100247.0,Tiger Dragon,13,8,448(+16),6,1:22.7,39.2,56,3C,T.Nagano,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021104908.0,Nicholaus,2,9,448(+14),2,1:21.4,4.9,57,3C,T.Yokoyama,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021105609.0,Spark Richard,3,12,482(+12),4,1:21.5,9.1,57,3C,H.Tanabe,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021103535.0,Shines on You,4,7,448(-4),5,1:21.8,20.0,57,3C,K.Matsuyama,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021101023.0,Eifer Battle,5,11,444(0),8,1:22.0,43.5,55,3C,N.Fujita,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021105668.0,Buster Call,6,6,496(+8),3,1:22.0,5.2,57,3C,C.Lemaire,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021100610.0,Asagiri,7,5,448(+2),12,1:22.1,194.2,52,3F,S.Kobayashi,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021102280.0,David Tesoro,8,2,470(0),9,1:22.3,53.4,56,3C,Y.Hara,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,2021106939.0,Taisei Festa,9,10,492(+8),7,1:22.4,39.7,57,3C,K.Yokoyama,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202405010507,2024-02-10,1400.0,Sunny,,,Horse,FP,PP,Horse Wgt.(kg),Fav,FT,Odds,Wgt.(kg),A&S,Jockey,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202405010507/
202408020509,2024-02-10,1600.0,Cloudy,,2021110031.0,Off Trail,1,5,440(+4),4,1:34.9,7.0,57,3C,A.Lemaitre,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,2021105202.0,Poetry,2,8,458(+4),5,1:34.9,8.2,55,3F,R.Sakai,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,2021107098.0,Lavanda,3,7,480(+2),3,1:35.1,5.3,55,3F,M.Iwata,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,2021106548.0,Tagano Dude,4,1,484(+4),2,1:35.1,3.3,57,3C,Y.Furukawa,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
202408020509,2024-02-10,1600.0,Cloudy,,2021104911.0,Lumikki,5,3,452(-12),7,1:35.4,17.1,55,3F,M.Demuro,TOKYO,TURF,Gd,https://db.netkeiba.com/race/202408020509/
